,input,choice,label,demographic,year
4350,Justifiable: Death penalty,Never justifiable,208,female,2022
4351,Justifiable: Death penalty,Always justifiable,102,female,2022
4352,Justifiable: Death penalty,Always justifiable,76,female,2022
4353,Justifiable: Death penalty,Always justifiable,49,female,2022
4354,Justifiable: Death penalty,Always justifiable,31,female,2022
4355,Justifiable: Death penalty,Always justifiable,112,female,2022
4356,Democracy: The state makes people's incomes equal,It is against democracy,132,male,2017
4357,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,2421,male,2017
4358,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,958,male,2017
4359,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1259,male,2017
4360,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,843,male,2017
4361,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,2031,male,2017
4362,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1279,male,2017
4363,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1469,male,2017
4364,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1544,male,2017
4365,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,842,male,2017
4366,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1944,male,2017
4367,Democracy: The state makes people's incomes equal,It is against democracy,143,female,2017
4368,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,2197,female,2017
4369,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,931,female,2017
4370,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1166,female,2017
4371,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,959,female,2017
4372,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,2481,female,2017
4373,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1580,female,2017
4374,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1700,female,2017
4375,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1855,female,2017
4376,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1181,female,2017
4377,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,2593,female,2017
4378,Democracy: The state makes people's incomes equal,It is against democracy,186,male,2018
4379,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,3766,male,2018
4380,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1423,male,2018
4381,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1839,male,2018
4382,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1662,male,2018
4383,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,3764,male,2018
4384,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,2667,male,2018
4385,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,3103,male,2018
4386,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,3069,male,2018
4387,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1970,male,2018
4388,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,5696,male,2018
4389,Democracy: The state makes people's incomes equal,It is against democracy,262,female,2018
4390,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,4110,female,2018
4391,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1492,female,2018
4392,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1912,female,2018
4393,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1797,female,2018
4394,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,4413,female,2018
4395,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,3159,female,2018
4396,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,3370,female,2018
4397,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,3699,female,2018
4398,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,2397,female,2018
4399,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,6810,female,2018
4400,Democracy: The state makes people's incomes equal,It is against democracy,44,male,2019
4401,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,579,male,2019
4402,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,225,male,2019
4403,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,336,male,2019
4404,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,289,male,2019
4405,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,734,male,2019
4406,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,425,male,2019
4407,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,408,male,2019
4408,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,456,male,2019
4409,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,282,male,2019
4410,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1165,male,2019
4411,Democracy: The state makes people's incomes equal,It is against democracy,39,female,2019
4412,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,649,female,2019
4413,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,252,female,2019
4414,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,344,female,2019
4415,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,339,female,2019
4416,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,784,female,2019
4417,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,520,female,2019
4418,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,469,female,2019
4419,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,543,female,2019
4420,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,318,female,2019
4421,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1208,female,2019
4422,Democracy: The state makes people's incomes equal,It is against democracy,67,male,2020
4423,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1465,male,2020
4424,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,532,male,2020
4425,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,657,male,2020
4426,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,590,male,2020
4427,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1455,male,2020
4428,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,981,male,2020
4429,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,990,male,2020
4430,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1126,male,2020
4431,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,714,male,2020
4432,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,2393,male,2020
4433,Democracy: The state makes people's incomes equal,It is against democracy,106,female,2020
4434,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1246,female,2020
4435,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,514,female,2020
4436,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,637,female,2020
4437,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,734,female,2020
4438,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,1572,female,2020
4439,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1167,female,2020
4440,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1198,female,2020
4441,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,1346,female,2020
4442,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,924,female,2020
4443,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,2944,female,2020
4444,Democracy: The state makes people's incomes equal,It is against democracy,68,male,2021
4445,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,486,male,2021
4446,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,186,male,2021
4447,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,202,male,2021
4448,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,176,male,2021
4449,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,318,male,2021
4450,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,294,male,2021
4451,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,242,male,2021
4452,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,323,male,2021
4453,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,192,male,2021
4454,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,550,male,2021
4455,Democracy: The state makes people's incomes equal,It is against democracy,88,female,2021
4456,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,699,female,2021
4457,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,195,female,2021
4458,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,236,female,2021
4459,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,213,female,2021
4460,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,395,female,2021
4461,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,305,female,2021
4462,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,300,female,2021
4463,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,353,female,2021
4464,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,280,female,2021
4465,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,804,female,2021
4466,Democracy: The state makes people's incomes equal,It is against democracy,45,male,2022
4467,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,190,male,2022
4468,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,76,male,2022
4469,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,97,male,2022
4470,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,97,male,2022
4471,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,222,male,2022
4472,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,115,male,2022
4473,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,134,male,2022
4474,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,124,male,2022
4475,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,65,male,2022
4476,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,323,male,2022
4477,Democracy: The state makes people's incomes equal,It is against democracy,51,female,2022
4478,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,179,female,2022
4479,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,63,female,2022
4480,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,77,female,2022
4481,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,78,female,2022
4482,Democracy: The state makes people's incomes equal,not an essential characteristic of democracy,233,female,2022
4483,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,123,female,2022
4484,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,162,female,2022
4485,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,109,female,2022
4486,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,71,female,2022
4487,Democracy: The state makes people's incomes equal,An essential characteristic of democracy,318,female,2022
4488,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,108,male,2017
4489,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),555,male,2017
4490,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),1511,male,2017
4491,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),3520,male,2017
4492,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),692,male,2017
4493,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),968,male,2017
4494,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,1538,male,2017
4495,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,1614,male,2017
4496,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),187,male,2017
4497,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,98,female,2017
4498,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),582,female,2017
4499,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),1428,female,2017
4500,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),4354,female,2017
4501,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),771,female,2017
4502,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),1022,female,2017
4503,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,1219,female,2017
4504,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,1554,female,2017
4505,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),285,female,2017
4506,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,1646,male,2018
4507,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),2767,male,2018
4508,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),3372,male,2018
4509,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),6407,male,2018
4510,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),1068,male,2018
4511,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),1009,male,2018
4512,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,2156,male,2018
4513,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,1321,male,2018
4514,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),125,male,2018
4515,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,1382,female,2018
4516,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),2953,female,2018
4517,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),3791,female,2018
4518,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),7946,female,2018
4519,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),1382,female,2018
4520,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),1258,female,2018
4521,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,2445,female,2018
4522,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,1569,female,2018
4523,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),189,female,2018
4524,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,144,male,2019
4525,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),425,male,2019
4526,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),587,male,2019
4527,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),1128,male,2019
4528,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),114,male,2019
4529,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),279,male,2019
4530,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,426,male,2019
4531,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,131,male,2019
4532,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),26,male,2019
4533,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,158,female,2019
4534,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),465,female,2019
4535,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),608,female,2019
4536,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),1355,female,2019
4537,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),107,female,2019
4538,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),260,female,2019
4539,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,581,female,2019
4540,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,175,female,2019
4541,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),63,female,2019
4542,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,352,male,2020
4543,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),820,male,2020
4544,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),977,male,2020
4545,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),1692,male,2020
4546,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),827,male,2020
4547,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),707,male,2020
4548,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,1292,male,2020
4549,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,655,male,2020
4550,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),72,male,2020
4551,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,267,female,2020
4552,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),868,female,2020
4553,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),1062,female,2020
4554,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),1838,female,2020
4555,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),1133,female,2020
4556,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),897,female,2020
4557,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,1145,female,2020
4558,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,762,female,2020
4559,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),93,female,2020
4560,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,138,male,2021
4561,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),215,male,2021
4562,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),351,male,2021
4563,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),509,male,2021
4564,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),149,male,2021
4565,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),183,male,2021
4566,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,208,male,2021
4567,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,116,male,2021
4568,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),9,male,2021
4569,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,168,female,2021
4570,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),269,female,2021
4571,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),414,female,2021
4572,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),717,female,2021
4573,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),199,female,2021
4574,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),264,female,2021
4575,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,208,female,2021
4576,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,138,female,2021
4577,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),13,female,2021
4578,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,23,male,2022
4579,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),35,male,2022
4580,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),184,male,2022
4581,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),202,male,2022
4582,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),139,male,2022
4583,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),118,male,2022
4584,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,240,male,2022
4585,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,118,male,2022
4586,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),13,male,2022
4587,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Early childhood education (ISCED 0) / no education,12,female,2022
4588,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Primary education (ISCED 1),20,female,2022
4589,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Lower secondary education (ISCED 2),141,female,2022
4590,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Upper secondary education (ISCED 3),159,female,2022
4591,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Post-secondary non-tertiary education (ISCED 4),165,female,2022
4592,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Short-cycle tertiary education (ISCED 5),105,female,2022
4593,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Bachelor or equivalent (ISCED 6) ,221,female,2022
4594,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Master or equivalent (ISCED 7) ,131,female,2022
4595,Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,Doctoral or equivalent (ISCED 8),18,female,2022
4596,How important is God in your life,not at all important,4044,male,2017
4597,How important is God in your life,not at all important,1100,male,2017
4598,How important is God in your life,not at all important,1032,male,2017
4599,How important is God in your life,not at all important,693,male,2017
4600,How important is God in your life,not at all important,1801,male,2017
4601,How important is God in your life,very important,1133,male,2017
4602,How important is God in your life,very important,1286,male,2017
4603,How important is God in your life,very important,1472,male,2017
4604,How important is God in your life,very important,798,male,2017
4605,How important is God in your life,very important,3095,male,2017
4606,How important is God in your life,not at all important,3137,female,2017
4607,How important is God in your life,not at all important,1037,female,2017
4608,How important is God in your life,not at all important,997,female,2017
4609,How important is God in your life,not at all important,764,female,2017
4610,How important is God in your life,not at all important,2081,female,2017
4611,How important is God in your life,very important,1425,female,2017
4612,How important is God in your life,very important,1677,female,2017
4613,How important is God in your life,very important,2007,female,2017
4614,How important is God in your life,very important,1285,female,2017
4615,How important is God in your life,very important,4813,female,2017
4616,How important is God in your life,not at all important,3967,male,2018
4617,How important is God in your life,not at all important,1097,male,2018
4618,How important is God in your life,not at all important,1130,male,2018
4619,How important is God in your life,not at all important,906,male,2018
4620,How important is God in your life,not at all important,2218,male,2018
4621,How important is God in your life,very important,1575,male,2018
4622,How important is God in your life,very important,1903,male,2018
4623,How important is God in your life,very important,2278,male,2018
4624,How important is God in your life,very important,1687,male,2018
4625,How important is God in your life,very important,12345,male,2018
4626,How important is God in your life,not at all important,3638,female,2018
4627,How important is God in your life,not at all important,985,female,2018
4628,How important is God in your life,not at all important,1097,female,2018
4629,How important is God in your life,not at all important,891,female,2018
4630,How important is God in your life,not at all important,2493,female,2018
4631,How important is God in your life,very important,1891,female,2018
4632,How important is God in your life,very important,2206,female,2018
4633,How important is God in your life,very important,2900,female,2018
4634,How important is God in your life,very important,2298,female,2018
4635,How important is God in your life,very important,15735,female,2018
4636,How important is God in your life,not at all important,459,male,2019
4637,How important is God in your life,not at all important,197,male,2019
4638,How important is God in your life,not at all important,235,male,2019
4639,How important is God in your life,not at all important,149,male,2019
4640,How important is God in your life,not at all important,526,male,2019
4641,How important is God in your life,very important,375,male,2019
4642,How important is God in your life,very important,396,male,2019
4643,How important is God in your life,very important,429,male,2019
4644,How important is God in your life,very important,314,male,2019
4645,How important is God in your life,very important,1893,male,2019
4646,How important is God in your life,not at all important,449,female,2019
4647,How important is God in your life,not at all important,186,female,2019
4648,How important is God in your life,not at all important,218,female,2019
4649,How important is God in your life,not at all important,184,female,2019
4650,How important is God in your life,not at all important,588,female,2019
4651,How important is God in your life,very important,412,female,2019
4652,How important is God in your life,very important,429,female,2019
4653,How important is God in your life,very important,505,female,2019
4654,How important is God in your life,very important,360,female,2019
4655,How important is God in your life,very important,2302,female,2019
4656,How important is God in your life,not at all important,1302,male,2020
4657,How important is God in your life,not at all important,401,male,2020
4658,How important is God in your life,not at all important,402,male,2020
4659,How important is God in your life,not at all important,310,male,2020
4660,How important is God in your life,not at all important,922,male,2020
4661,How important is God in your life,very important,685,male,2020
4662,How important is God in your life,very important,751,male,2020
4663,How important is God in your life,very important,856,male,2020
4664,How important is God in your life,very important,592,male,2020
4665,How important is God in your life,very important,4840,male,2020
4666,How important is God in your life,not at all important,1076,female,2020
4667,How important is God in your life,not at all important,387,female,2020
4668,How important is God in your life,not at all important,401,female,2020
4669,How important is God in your life,not at all important,312,female,2020
4670,How important is God in your life,not at all important,964,female,2020
4671,How important is God in your life,very important,774,female,2020
4672,How important is God in your life,very important,914,female,2020
4673,How important is God in your life,very important,1002,female,2020
4674,How important is God in your life,very important,772,female,2020
4675,How important is God in your life,very important,6057,female,2020
4676,How important is God in your life,not at all important,179,male,2021
4677,How important is God in your life,not at all important,71,male,2021
4678,How important is God in your life,not at all important,55,male,2021
4679,How important is God in your life,not at all important,54,male,2021
4680,How important is God in your life,not at all important,131,male,2021
4681,How important is God in your life,very important,99,male,2021
4682,How important is God in your life,very important,155,male,2021
4683,How important is God in your life,very important,178,male,2021
4684,How important is God in your life,very important,222,male,2021
4685,How important is God in your life,very important,1975,male,2021
4686,How important is God in your life,not at all important,151,female,2021
4687,How important is God in your life,not at all important,55,female,2021
4688,How important is God in your life,not at all important,71,female,2021
4689,How important is God in your life,not at all important,84,female,2021
4690,How important is God in your life,not at all important,203,female,2021
4691,How important is God in your life,very important,141,female,2021
4692,How important is God in your life,very important,204,female,2021
